category,Average_Rating,Average_Price,Product_Count
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|VacuumAccessories|VacuumBags|HandheldBags",4.3,253.0,1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,4.290909090909091,812.7272727272727,11
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",4.2875000000000005,609.3333333333334,24
"Home&Kitchen|Heating,Cooling&AirQuality|AirPurifiers|HEPAAirPurifiers",4.275,11917.0,4
Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Gamepads,4.266666666666667,899.0,3
"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",4.266666666666667,1155.0,3
Computers&Accessories|ExternalDevices&DataStorage|PenDrives,4.26,668.6,10
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,4.26,999.0,5
Computers&Accessories|NetworkingDevices|Routers,4.2555555555555555,1626.3333333333333,9
"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",4.254166666666667,406.2916666666667,24
Electronics|Mobiles&Accessories|MobileAccessories|Cables&Adapters|OTGAdapters,4.25,139.0,2
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|Notepads&MemoBooks",4.25,144.0,2
Computers&Accessories|Monitors,4.25,8199.0,2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|RoboticVacuums",4.25,23449.5,2
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Bags&Sleeves|LaptopSleeves&Slipcases,4.25,360.6666666666667,6
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,4.25,5149.0,2
"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",4.25,612.5,4
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",4.25,150.0,2
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandMixers,4.233333333333333,984.0,3
"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",4.20952380952381,24840.190476190477,63
Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,4.2,637.75,4
Electronics|HomeAudio|Speakers|SoundbarSpeakers,4.2,4999.0,1
Computers&Accessories|NetworkingDevices|Repeaters&Extenders,4.2,1652.3333333333333,3
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBags,4.2,320.0,1
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|StovetopEspressoPots",4.2,599.0,1
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|PressureWashers,Steam&WindowCleaners",4.2,5229.0,3
Computers&Accessories|Components|InternalHardDrives,4.2,199.0,1
Electronics|Cameras&Photography|Accessories|Cleaners|CleaningKits,4.2,299.0,1
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeMakerAccessories|MeasuringSpoons",4.2,204.0,3
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|Webcams&VoIPEquipment|Webcams,4.199999999999999,1940.0,2
Computers&Accessories|Accessories&Peripherals|TabletAccessories|ScreenProtectors,4.18,558.0,5
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|AutomobileChargers,4.18,495.8,5
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|CanisterVacuums",4.175000000000001,5399.0,4
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterFilters&Purifiers,4.175,7015.25,12
Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,4.166666666666667,376.0,3
Electronics|Mobiles&Accessories|MobileAccessories|Décor,4.16,101.4,5
Electronics|Mobiles&Accessories|MobileAccessories|Stands,4.159999999999999,179.0,10
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.153246753246753,361.9074458874459,231
Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,4.15,221.5,2
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|IroningAccessories|SprayBottles,4.15,137.0,2
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|LiquidInkRollerballPens",4.15,255.0,2
Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,4.15,1558.5,8
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,4.14375,546.875,16
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|StorageWaterHeaters",4.141666666666667,6323.333333333333,12
"Electronics|HomeTheater,TV&Video|Accessories|Cables|OpticalCables",4.133333333333334,663.6666666666666,3
"Electronics|HomeTheater,TV&Video|Projectors",4.133333333333334,9990.0,3
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|StickBallpointPens",4.133333333333333,244.33333333333334,3
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|DryIrons",4.129166666666666,762.1666666666666,24
Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,4.125,1551.5833333333333,12
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",4.12,1282.4,5
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|CeilingFans",4.1090909090909085,2055.909090909091,11
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,4.1000000000000005,1465.5454545454545,11
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|ExhaustFans",4.1000000000000005,1465.6666666666667,3
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,4.1000000000000005,15754.441176470587,68
Computers&Accessories|Accessories&Peripherals|TabletAccessories|Stands,4.1,149.0,1
"Home&Kitchen|Heating,Cooling&AirQuality|Parts&Accessories|FanParts&Accessories",4.1,699.0,1
"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|FountainPens",4.1,225.0,1
"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|TonerCartridges",4.1,598.0,1
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CoolingPads,4.1,799.0,2
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Flashes&SelfieLights|SelfieLights,4.1,1699.0,1
Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Shower&WallMounts,4.1,89.0,1
Electronics|Cameras&Photography|SecurityCameras|DomeCameras,4.1,2757.2,5
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|PedestalFans",4.1,1982.84,1
Computers&Accessories|Accessories&Peripherals|HardDriveAccessories|Caddies,4.1,199.0,1
Home&Kitchen|Kitchen&Dining|KitchenTools|ManualChoppers&Chippers|Choppers,4.1,199.0,1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|YogurtMakers,4.1,587.0,1
Computers&Accessories|NetworkingDevices,4.1,1199.0,1
Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,4.094444444444445,722.1111111111111,18
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|DripCoffeeMachines",4.08,1004.4,5
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,4.08,552.9,10
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|ImmersionRods",4.0777777777777775,722.6666666666666,9
"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",4.066666666666666,7180.833333333333,6
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,4.064285714285714,672.5714285714286,14
"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",4.0625,1113.625,8
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,4.057894736842105,1000.5263157894736,19
"Home&Kitchen|Heating,Cooling&AirQuality|WaterHeaters&Geysers|InstantWaterHeaters",4.052173913043478,2402.1739130434785,23
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,4.05,2113.9,10
Electronics|Cameras&Photography|Accessories|Tripods&Monopods|TripodLegs,4.05,374.0,2
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",4.05,1188.7,10
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCSpeakers,4.05,749.0,2
Electronics|HomeAudio|Speakers|BluetoothSpeakers,4.05,1249.0,6
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,4.0375,1285.375,8
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|LintShavers",4.036363636363636,505.6363636363636,22
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Irons,Steamers&Accessories|Irons|SteamIrons",4.033333333333333,3071.25,12
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterCartridges,4.033333333333333,793.0,3
"Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",4.033333333333333,872.6666666666666,6
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,4.033333333333333,99.0,3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|WaffleMakers&Irons,4.033333333333333,999.0,3
Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|Headsets,4.033333333333333,1312.6666666666667,3
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|Wet-DryVacuums",4.033333333333333,5646.333333333333,6
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|ElectricKettles,4.031578947368421,1117.2631578947369,19
Electronics|WearableTechnology|SmartWatches,4.0249999999999995,2339.6973684210525,76
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,4.011111111111111,3004.7214814814815,27
Electronics|HomeAudio|Speakers|OutdoorSpeakers,4.0,1049.0,4
Computers&Accessories|Laptops|TraditionalLaptops,4.0,37247.0,1
Health&PersonalCare|HomeMedicalSupplies&Equipment|HealthMonitors|WeighingScales|DigitalBathroomScales,4.0,899.0,1
"Electronics|Headphones,Earbuds&Accessories|Headphones|Over-Ear",4.0,1224.0,2
HomeImprovement|Electrical|Adapters&Multi-Outlets,4.0,425.0,1
"Electronics|HomeTheater,TV&Video|AVReceivers&Amplifiers",4.0,1990.0,1
Electronics|HomeAudio|Accessories|SpeakerAccessories|Mounts,4.0,349.0,1
Home&Kitchen|HomeStorage&Organization|LaundryOrganization|LaundryBaskets,3.9923076923076923,394.92769230769227,13
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",3.9818181818181815,569.8181818181819,11
Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,3.9799999999999995,809.2,5
Electronics|Mobiles&Accessories|MobileAccessories|AutomobileAccessories|Cradles,3.966666666666667,479.0,3
"Home&Kitchen|Heating,Cooling&AirQuality|Humidifiers",3.966666666666667,2012.6666666666667,3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Kettles&HotWaterDispensers|Kettle&ToasterSets,3.9615384615384617,971.1538461538462,13
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,3.96,2651.8,5
"Home&Kitchen|Heating,Cooling&AirQuality|Fans|TableFans",3.9499999999999997,1673.5,2
"Home&Kitchen|Kitchen&HomeAppliances|Vacuum,Cleaning&Ironing|Vacuums&FloorCare|Vacuums|HandheldVacuums",3.9428571428571426,2877.714285714286,7
Computers&Accessories|Accessories&Peripherals|USBGadgets|Lamps,3.94,104.8,5
Computers&Accessories|Accessories&Peripherals|USBHubs,3.94,553.0,5
Home&Kitchen|Kitchen&HomeAppliances|WaterPurifiers&Accessories|WaterPurifierAccessories,3.9181818181818184,409.54545454545456,11
Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,3.9111111111111114,1721.888888888889,9
"Electronics|Headphones,Earbuds&Accessories|Adapters",3.9,120.0,2
Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|SATACables,3.9,349.0,1
Home&Kitchen|CraftMaterials|Scrapbooking|Tape,3.9,130.0,1
Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,3.9,375.0,2
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|EspressoMachines",3.9,4799.0,1
Electronics|HomeAudio|Speakers|MultimediaSpeakerSystems,3.9,499.0,1
Computers&Accessories|Accessories&Peripherals|UninterruptedPowerSupplies,3.9,3299.0,1
MusicalInstruments|Microphones|Condenser,3.9,638.0,2
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters",3.9,4524.0,2
"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",3.898076923076923,976.1730769230769,52
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,3.891666666666667,2745.0833333333335,12
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|ElectricHeaters",3.8899999999999997,1997.0884999999998,20
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|FanHeaters",3.81,2470.15,20
Electronics|Cameras&Photography|Flashes|Macro&RinglightFlashes,3.8,799.0,1
Car&Motorbike|CarAccessories|InteriorAccessories|AirPurifiers&Ionizers,3.8,2339.0,1
"Electronics|Headphones,Earbuds&Accessories|Earpads",3.8,99.0,1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Mills&Grinders|WetGrinders,3.8,3683.83,2
"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",3.8,438.9387755102041,49
Electronics|HomeAudio|Speakers|TowerSpeakers,3.8,2299.0,1
Electronics|Cameras&Photography|Accessories|Batteries&Chargers|BatteryChargers,3.8,299.0,1
Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|Tripods,3.8,539.0,1
Computers&Accessories|NetworkingDevices|DataCards&Dongles,3.8,2099.0,1
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|MilkFrothers",3.733333333333333,519.0,3
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,3.7,3499.0,2
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HeatConvectors",3.7,2209.0,2
Electronics|Cameras&Photography|VideoCameras,3.7,499.0,1
Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,3.6714285714285713,387.42857142857144,7
"Computers&Accessories|Printers,Inks&Accessories|Printers",3.6666666666666665,5065.666666666667,3
Home&Kitchen|Kitchen&HomeAppliances|SewingMachines&Accessories|Sewing&EmbroideryMachines,3.65,3391.75,4
"Home&Kitchen|Heating,Cooling&AirQuality|RoomHeaters|HalogenHeaters",3.6,1804.0,2
"Computers&Accessories|Printers,Inks&Accessories|Printers|InkjetPrinters",3.5999999999999996,5923.5,2
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCMicrophones,3.5999999999999996,574.0,2
"Electronics|HomeTheater,TV&Video|Accessories|3DGlasses",3.5,2699.0,1
Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCHeadsets,3.5,649.0,1
"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",3.4,77.0,2
"Home&Kitchen|Kitchen&HomeAppliances|Coffee,Tea&Espresso|CoffeeGrinders|ElectricGrinders",3.3,244.0,1
